"Freq [thz]","VSWR(1) [] - W1='4um'","VSWR(1) [] - W1='20um'","VSWR(1) [] - W1='30um'","VSWR(1) [] - W1='40um'","VSWR(1) [] - W1='50um'","VSWR(1) [] - W1='60um'"
1.68,3.17115614177995,1.93992382810732,1.98591960815231,2.14672159999281,2.01913951450134,1.88995698619519
1.7,3.51746012355018,2.21255996033569,2.15788370037657,2.40599224242555,2.27427913179414,2.14086368076664
1.72,3.8627328458655,2.47481292824873,2.33695999151264,2.64526907410624,2.49336565514849,2.3618840786994
1.74,4.20071371871228,2.71237693526241,2.48109316270505,2.83515097111694,2.66343784210135,2.52339646701417
1.76,4.52549787744529,2.92754565430236,2.55502455888099,2.98649596206319,2.8238788188058,2.62136794597754
1.78,4.83150186519112,3.14860419295988,2.55097608515738,3.15538021712742,3.06342364377739,2.71616950104303
1.8,5.11347825997902,3.41726361277876,2.51013047804725,3.39441918271215,3.43701981343545,2.93007185498317
1.82,5.36682778528386,3.75663987239206,2.51527581119527,3.70753684456873,3.9076793574915,3.33357968655147
1.84,5.58763333123026,4.15578971143728,2.63971892247083,4.0609004384745,4.3955282900364,3.86002016345623
1.86,5.77284471587068,4.58398341223711,2.89850646045773,4.41272984615695,4.83606220712872,4.38554437470335
1.88,5.92009747068623,5.01009489900888,3.25517106007829,4.72596032354496,5.19108643697341,4.82119025898485
1.9,6.02774600946244,5.41105004416019,3.65787235823493,4.96629590025027,5.43822814175266,5.12385558158004
1.92,6.09479693357991,5.77168582957865,4.06119720483565,5.0955582564795,5.56133793771895,5.27578526054536
1.94,6.12081266031098,6.08214756507295,4.4300767303588,5.07256745906097,5.54785022932688,5.27323687290465
1.96,6.10596120105313,6.33573879068868,4.73597185284308,4.90331010850975,5.39896554377686,5.13784825338901
1.98,6.0504440844978,6.52891259190342,4.95231132103528,4.78907705230383,5.16874041585972,4.96069645101115
2,5.95501677369339,6.66696339055418,5.05928188920541,5.02655897376303,5.03120403206435,4.9448229258888
