"Freq [thz]","dB(S(1,1)) [] - W1='4um'","dB(S(1,1)) [] - W1='20um'","dB(S(1,1)) [] - W1='30um'","dB(S(1,1)) [] - W1='40um'","dB(S(1,1)) [] - W1='50um'","dB(S(1,1)) [] - W1='60um'"
5.66,-12.9903395517335,-12.3181769586843,-13.1932232522546,-9.31218892130208,-8.74498901454644,-8.63921855199468
5.68,-12.3911743010168,-11.4243362024869,-12.2796043077899,-9.1993817950062,-8.79942957763902,-8.54462322922237
5.7,-11.6909346257118,-10.5377596068457,-11.2436541472502,-9.11870031661645,-8.87430786200513,-8.49541129922472
5.72,-10.9488615994363,-9.71875531435902,-10.2178475317128,-9.02278881506745,-8.94529787494057,-8.46379077294957
5.74,-10.2127807001553,-8.9986752685766,-9.30494518791818,-8.87682295335782,-8.99166394587604,-8.42347284111579
5.76,-9.51724233460184,-8.38790112727048,-8.55730338252085,-8.67584300669175,-8.9944149997113,-8.35461139273638
5.78,-8.88532540622786,-7.88406555435491,-7.98341041162037,-8.4441285930137,-8.93622453239183,-8.24647175057503
5.8,-8.33109140032033,-7.47831924347862,-7.56458861773295,-8.2161852676223,-8.80530531078743,-8.09767049620555
5.82,-7.86156445395154,-7.15933849587531,-7.27052941088205,-8.01868232652292,-8.60093306323675,-7.91459156239299
5.84,-7.47842139406796,-6.91548164379688,-7.06974666438857,-7.86493383920388,-8.33561285189383,-7.70870990904443
5.86,-7.17951483007142,-6.73583392189349,-6.93536091591878,-7.75821577410027,-8.03135499536374,-7.49386141234002
5.88,-6.96038838227415,-6.6107430263743,-6.84773877281257,-7.69646508563386,-7.71284154149638,-7.28411928042386
5.9,-6.81559960317459,-6.53219923167852,-6.79497406983014,-7.67560307738537,-7.40195756548419,-7.09239128060741
5.92,-6.73969276759797,-6.49412443682872,-6.77169085294444,-7.69113516590762,-7.11559191616897,-6.9296204543703
5.94,-6.72759951310718,-6.49244272156107,-6.77678283078821,-7.73876569441801,-6.86581400053427,-6.80448805399696
5.96,-6.77444075578646,-6.52470116103056,-6.81100423924502,-7.81470149601408,-6.66099593728013,-6.7234967318008
5.98,-6.87460145844686,-6.58912313812869,-6.87520788530712,-7.91534038204314,-6.50671532718067,-6.69133359575465
6,-7.01998400971861,-6.68328806547003,-6.96950740821981,-8.03611909221367,-6.40590760100125,-6.71108111327025
6.02,-7.19725018656852,-6.80294666934038,-7.09307645859343,-8.16875766633321,-6.35847112972457,-6.78397769740898
6.04,-7.38417584026539,-6.9416385655419,-7.24387151458822,-8.29658067401155,-6.36117425533427,-6.90834856054133
6.06,-7.54661931132485,-7.09141399543916,-7.41734632117665,-8.39026355127908,-6.40832314046003,-7.07705954742283
6.08,-7.64027504214954,-7.24419002943479,-7.60350055579246,-8.41252482975857,-6.49239704000669,-7.27281689885184
6.1,-7.62347276234149,-7.39260041086592,-7.78305856915117,-8.34064104095085,-6.60353996126597,-7.46307251137068
6.12,-7.48039463595831,-7.52931863037109,-7.92685365333743,-8.18982418087593,-6.7281709470604,-7.60240738450393
6.14,-7.23695045968239,-7.64495371934609,-8.0048844491116,-8.00289807007179,-6.84915397059696,-7.65214293206977
6.16,-6.94947472684826,-7.72718566373942,-8.0032795027354,-7.81637649948785,-6.95044672421438,-7.6064542155139
6.18,-6.67435620391725,-7.76588984153731,-7.93081267393938,-7.64382153726942,-7.02476924550891,-7.4940547038961
6.2,-6.44566238247342,-7.76279518800856,-7.80513254714246,-7.48190581156995,-7.07689323201228,-7.35352045957346
6.22,-6.27209292333243,-7.73068972247232,-7.63754371255077,-7.32166969318148,-7.11800081938772,-7.21267156281316
6.24,-6.14489037732356,-7.67761120380347,-7.43151199913957,-7.15682505504221,-7.15623281074149,-7.08516122163375
6.26,-6.04679690948879,-7.59791199182846,-7.18886113494375,-6.98904824630256,-7.19105293213609,-6.97532316703474
6.28,-5.95833923566663,-7.47930047282399,-6.91493552504253,-6.83104983744661,-7.21375366872602,-6.88292039160993
6.3,-5.86175497801903,-7.31265901657796,-6.62028104108519,-6.70645858256625,-7.21196879508474,-6.8059295636677
6.32,-5.74393690777069,-7.09624201271998,-6.31933842633621,-6.64543952549372,-7.17513842356551,-6.74223848884059
6.34,-5.59878888841713,-6.83569823944339,-6.02744179296976,-6.67676402051972,-7.09845463964356,-6.69123138482475
6.36,-5.42868302182823,-6.54294647630737,-5.75794540435196,-6.81956887881711,-6.98432924442397,-6.65553296517561
6.38,-5.24424189569851,-6.23514938573965,-5.52092845077999,-7.07836916040463,-6.84144374639465,-6.64249327621623
6.4,-5.06222631346857,-5.93346449855679,-5.32357453514922,-7.44261589024658,-6.68342323888659,-6.66460652510077
6.42,-4.90211238285031,-5.66060606662631,-5.17123339076388,-7.88874124478419,-6.52916415300631,-6.73799372374581
6.44,-4.78245786597455,-5.43707885045951,-5.0681711028419,-8.38148280655752,-6.40365758591308,-6.87832746409845
6.46,-4.71806067908689,-5.27749060556117,-5.01771532241965,-8.87289793433667,-6.33491827289151,-7.09226656574224
6.48,-4.71870041369972,-5.18878103779401,-5.02211383555227,-9.30163171407476,-6.34540119288248,-7.36094152116473
6.5,-4.78953230429917,-5.17097271511757,-5.08257249210462,-9.59858027467848,-6.44138048563932,-7.61979852370635
6.52,-4.93288058747911,-5.21949409072295,-5.1997256736715,-9.70468753563303,-6.60462672524553,-7.76940471084608
6.54,-5.15059546059298,-5.3276615588684,-5.37446219476097,-9.59550591381202,-6.79104313043322,-7.7486137371714
6.56,-5.4463836873804,-5.48856538523816,-5.60870486532332,-9.29396451586291,-6.94351570400591,-7.5890846241234
6.58,-5.82761193454579,-5.69625144716318,-5.90547481972713,-8.85891453081436,-7.01975718034837,-7.36686584274693
6.6,-6.30643224160765,-5.94641480714278,-6.26748222138834,-8.35987630136743,-7.01406629961098,-7.13676517250775
6.62,-6.89962856643304,-6.23680813457466,-6.69353846736087,-7.85735775471469,-6.95076617324065,-6.92116878695512
6.64,-7.62510437740564,-6.56708877072263,-7.17201538411471,-7.39551355099295,-6.86099238462243,-6.7254927702473
6.66,-8.48919370193936,-6.93690465011587,-7.6711124204572,-7.00231702926725,-6.76763835412488,-6.55069984721206
6.68,-9.4525688049898,-7.34011669566719,-8.12999916266513,-6.69130768477849,-6.68367347260551,-6.39811040056785
6.7,-10.3669599492424,-7.75457547439192,-8.46509193992462,-6.46316228996223,-6.61607915884265,-6.26981061680887
6.72,-10.9465966541427,-8.134300935994,-8.60744080508231,-6.3081229365616,-6.56924441913148,-6.16788199654707
6.74,-10.9544447078148,-8.42070054487784,-8.55125093357841,-6.21008693582606,-6.54599982450314,-6.0943152173035
6.76,-10.4808764851434,-8.57831174176698,-8.35715539278791,-6.15120442728624,-6.54671933871868,-6.0519170481139
6.78,-9.81915539439934,-8.62113667724765,-8.10471896052954,-6.11535640609999,-6.56800043085432,-6.04489454672007
6.8,-9.17273634808405,-8.5950351428075,-7.85086194393877,-6.09024247868808,-6.60234819240053,-6.07765763519733
6.82,-8.60570444398169,-8.53878141693109,-7.62141226491514,-6.06873947127906,-6.63918983933271,-6.15199191046872
6.84,-8.11458483566896,-8.46348838906255,-7.4198044936775,-6.04973073855791,-6.66634956554799,-6.26393993272605
6.86,-7.68100410179056,-8.35685636732741,-7.23689795148348,-6.03730479362157,-6.67117366631243,-6.40151866706475
6.88,-7.29163309725168,-8.20011628972024,-7.0588270556003,-6.038292411327,-6.64255722279215,-6.54437479603508
6.9,-6.94178664230341,-7.985379016202,-6.87381113714432,-6.0595063784744,-6.57651547970657,-6.66706880463344
6.92,-6.63318633333249,-7.72321636943734,-6.67703355298639,-6.10613053867251,-6.48509349712007,-6.74697971188015
6.94,-6.37054534162891,-7.43758027013069,-6.47209908219625,-6.18129723902086,-6.40098529548461,-6.77566199687679
6.96,-6.15885412039311,-7.1548901144252,-6.26916597371217,-6.28631190026625,-6.36761874599,-6.76885614769153
6.98,-6.0019658182645,-6.89547799261445,-6.08125115467434,-6.42118405367767,-6.41727043358897,-6.76573772303438
7,-5.90236723177851,-6.66995899215205,-5.92048105322771,-6.58524826106953,-6.55580450467368,-6.81031531845586
1,,,,,,
1.02,,,,,,
1.04,,,,,,
1.06,,,,,,
1.08,,,,,,
1.1,,,,,,
1.12,,,,,,
1.14,,,,,,
1.16,,,,,,
1.18,,,,,,
1.2,,,,,,
1.22,,,,,,
1.24,,,,,,
1.26,,,,,,
1.28,,,,,,
1.3,,,,,,
1.32,,,,,,
1.34,,,,,,
1.36,,,,,,
1.38,,,,,,
1.4,,,,,,
1.42,,,,,,
1.44,,,,,,
1.46,,,,,,
1.48,,,,,,
1.5,,,,,,
1.52,,,,,,
1.54,,,,,,
1.56,,,,,,
1.58,,,,,,
1.6,,,,,,
1.62,,,,,,
1.64,,,,,,
1.66,,,,,,
1.68,,,,,,
1.7,,,,,,
1.72,,,,,,
1.74,,,,,,
1.76,,,,,,
1.78,,,,,,
1.8,,,,,,
1.82,,,,,,
1.84,,,,,,
1.86,,,,,,
1.88,,,,,,
1.9,,,,,,
1.92,,,,,,
1.94,,,,,,
1.96,,,,,,
1.98,,,,,,
2,,,,,,
2.02,,,,,,
2.04,,,,,,
2.06,,,,,,
2.08,,,,,,
2.1,,,,,,
2.12,,,,,,
2.14,,,,,,
2.16,,,,,,
2.18,,,,,,
2.2,,,,,,
2.22,,,,,,
2.24,,,,,,
2.26,,,,,,
2.28,,,,,,
2.3,,,,,,
2.32,,,,,,
2.34,,,,,,
2.36,,,,,,
2.38,,,,,,
2.4,,,,,,
2.42,,,,,,
2.44,,,,,,
2.46,,,,,,
2.48,,,,,,
2.5,,,,,,
2.52,,,,,,
2.54,,,,,,
2.56,,,,,,
2.58,,,,,,
2.6,,,,,,
2.62,,,,,,
2.64,,,,,,
2.66,,,,,,
2.68,,,,,,
2.7,,,,,,
2.72,,,,,,
2.74,,,,,,
2.76,,,,,,
2.78,,,,,,
2.8,,,,,,
2.82,,,,,,
2.84,,,,,,
2.86,,,,,,
2.88,,,,,,
2.9,,,,,,
2.92,,,,,,
2.94,,,,,,
2.96,,,,,,
2.98,,,,,,
3,,,,,,
3.02,,,,,,
3.04,,,,,,
3.06,,,,,,
3.08,,,,,,
3.1,,,,,,
3.12,,,,,,
3.14,,,,,,
3.16,,,,,,
3.18,,,,,,
3.2,,,,,,
3.22,,,,,,
3.24,,,,,,
3.26,,,,,,
3.28,,,,,,
3.3,,,,,,
3.32,,,,,,
3.34,,,,,,
3.36,,,,,,
3.38,,,,,,
3.4,,,,,,
3.42,,,,,,
3.44,,,,,,
3.46,,,,,,
3.48,,,,,,
3.5,,,,,,
3.52,,,,,,
3.54,,,,,,
3.56,,,,,,
3.58,,,,,,
3.6,,,,,,
3.62,,,,,,
3.64,,,,,,
3.66,,,,,,
3.68,,,,,,
3.7,,,,,,
3.72,,,,,,
3.74,,,,,,
3.76,,,,,,
3.78,,,,,,
3.8,,,,,,
3.82,,,,,,
3.84,,,,,,
3.86,,,,,,
3.88,,,,,,
3.9,,,,,,
3.92,,,,,,
3.94,,,,,,
3.96,,,,,,
3.98,,,,,,
4,,,,,,
4.02,,,,,,
4.04,,,,,,
4.06,,,,,,
4.08,,,,,,
4.1,,,,,,
4.12,,,,,,
4.14,,,,,,
4.16,,,,,,
4.18,,,,,,
4.2,,,,,,
4.22,,,,,,
4.24,,,,,,
4.26,,,,,,
4.28,,,,,,
4.3,,,,,,
4.32,,,,,,
4.34,,,,,,
4.36,,,,,,
4.38,,,,,,
4.4,,,,,,
4.42,,,,,,
4.44,,,,,,
4.46,,,,,,
4.48,,,,,,
4.5,,,,,,
4.52,,,,,,
4.54,,,,,,
4.56,,,,,,
4.58,,,,,,
4.6,,,,,,
4.62,,,,,,
4.64,,,,,,
4.66,,,,,,
4.68,,,,,,
4.7,,,,,,
4.72,,,,,,
4.74,,,,,,
4.76,,,,,,
4.78,,,,,,
4.8,,,,,,
4.82,,,,,,
4.84,,,,,,
4.86,,,,,,
4.88,,,,,,
4.9,,,,,,
4.92,,,,,,
4.94,,,,,,
4.96,,,,,,
4.98,,,,,,
5,,,,,,
5.02,,,,,,
5.04,,,,,,
5.06,,,,,,
5.08,,,,,,
5.1,,,,,,
5.12,,,,,,
5.14,,,,,,
5.16,,,,,,
5.18,,,,,,
5.2,,,,,,
5.22,,,,,,
5.24,,,,,,
5.26,,,,,,
5.28,,,,,,
5.3,,,,,,
5.32,,,,,,
5.34,,,,,,
5.36,,,,,,
5.38,,,,,,
5.4,,,,,,
5.42,,,,,,
5.44,,,,,,
5.46,,,,,,
5.48,,,,,,
5.5,,,,,,
5.52,,,,,,
5.54,,,,,,
5.56,,,,,,
5.58,,,,,,
5.6,,,,,,
5.62,,,,,,
5.64,,,,,,
5.66,,,,,,
5.68,,,,,,
5.7,,,,,,
5.72,,,,,,
5.74,,,,,,
5.76,,,,,,
5.78,,,,,,
5.8,,,,,,
5.82,,,,,,
5.84,,,,,,
5.86,,,,,,
5.88,,,,,,
5.9,,,,,,
5.92,,,,,,
5.94,,,,,,
5.96,,,,,,
5.98,,,,,,
6,,,,,,
6.02,,,,,,
6.04,,,,,,
6.06,,,,,,
6.08,,,,,,
6.1,,,,,,
6.12,,,,,,
6.14,,,,,,
6.16,,,,,,
6.18,,,,,,
6.2,,,,,,
6.22,,,,,,
6.24,,,,,,
6.26,,,,,,
6.28,,,,,,
6.3,,,,,,
6.32,,,,,,
6.34,,,,,,
6.36,,,,,,
6.38,,,,,,
6.4,,,,,,
6.42,,,,,,
6.44,,,,,,
6.46,,,,,,
6.48,,,,,,
6.5,,,,,,
6.52,,,,,,
6.54,,,,,,
6.56,,,,,,
6.58,,,,,,
6.6,,,,,,
6.62,,,,,,
6.64,,,,,,
6.66,,,,,,
6.68,,,,,,
6.7,,,,,,
6.72,,,,,,
6.74,,,,,,
6.76,,,,,,
6.78,,,,,,
6.8,,,,,,
6.82,,,,,,
6.84,,,,,,
6.86,,,,,,
6.88,,,,,,
6.9,,,,,,
6.92,,,,,,
6.94,,,,,,
6.96,,,,,,
6.98,,,,,,
7,,,,,,
1,,,,,,
1.02,,,,,,
1.04,,,,,,
1.06,,,,,,
1.08,,,,,,
1.1,,,,,,
1.12,,,,,,
1.14,,,,,,
1.16,,,,,,
1.18,,,,,,
1.2,,,,,,
1.22,,,,,,
1.24,,,,,,
1.26,,,,,,
1.28,,,,,,
1.3,,,,,,
1.32,,,,,,
1.34,,,,,,
1.36,,,,,,
1.38,,,,,,
1.4,,,,,,
1.42,,,,,,
1.44,,,,,,
1.46,,,,,,
1.48,,,,,,
1.5,,,,,,
1.52,,,,,,
1.54,,,,,,
1.56,,,,,,
1.58,,,,,,
1.6,,,,,,
1.62,,,,,,
1.64,,,,,,
1.66,,,,,,
1.68,,,,,,
1.7,,,,,,
1.72,,,,,,
1.74,,,,,,
1.76,,,,,,
1.78,,,,,,
1.8,,,,,,
1.82,,,,,,
1.84,,,,,,
1.86,,,,,,
1.88,,,,,,
1.9,,,,,,
1.92,,,,,,
1.94,,,,,,
1.96,,,,,,
1.98,,,,,,
2,,,,,,
2.02,,,,,,
2.04,,,,,,
2.06,,,,,,
2.08,,,,,,
2.1,,,,,,
2.12,,,,,,
2.14,,,,,,
2.16,,,,,,
2.18,,,,,,
2.2,,,,,,
2.22,,,,,,
2.24,,,,,,
2.26,,,,,,
2.28,,,,,,
2.3,,,,,,
2.32,,,,,,
2.34,,,,,,
2.36,,,,,,
2.38,,,,,,
2.4,,,,,,
2.42,,,,,,
2.44,,,,,,
2.46,,,,,,
2.48,,,,,,
2.5,,,,,,
2.52,,,,,,
2.54,,,,,,
2.56,,,,,,
2.58,,,,,,
2.6,,,,,,
2.62,,,,,,
2.64,,,,,,
2.66,,,,,,
2.68,,,,,,
2.7,,,,,,
2.72,,,,,,
2.74,,,,,,
2.76,,,,,,
2.78,,,,,,
2.8,,,,,,
2.82,,,,,,
2.84,,,,,,
2.86,,,,,,
2.88,,,,,,
2.9,,,,,,
2.92,,,,,,
2.94,,,,,,
2.96,,,,,,
2.98,,,,,,
3,,,,,,
3.02,,,,,,
3.04,,,,,,
3.06,,,,,,
3.08,,,,,,
3.1,,,,,,
3.12,,,,,,
3.14,,,,,,
3.16,,,,,,
3.18,,,,,,
3.2,,,,,,
3.22,,,,,,
3.24,,,,,,
3.26,,,,,,
3.28,,,,,,
3.3,,,,,,
3.32,,,,,,
3.34,,,,,,
3.36,,,,,,
3.38,,,,,,
3.4,,,,,,
3.42,,,,,,
3.44,,,,,,
3.46,,,,,,
3.48,,,,,,
3.5,,,,,,
3.52,,,,,,
3.54,,,,,,
3.56,,,,,,
3.58,,,,,,
3.6,,,,,,
3.62,,,,,,
3.64,,,,,,
3.66,,,,,,
3.68,,,,,,
3.7,,,,,,
3.72,,,,,,
3.74,,,,,,
3.76,,,,,,
3.78,,,,,,
3.8,,,,,,
3.82,,,,,,
3.84,,,,,,
3.86,,,,,,
3.88,,,,,,
3.9,,,,,,
3.92,,,,,,
3.94,,,,,,
3.96,,,,,,
3.98,,,,,,
4,,,,,,
4.02,,,,,,
4.04,,,,,,
4.06,,,,,,
4.08,,,,,,
4.1,,,,,,
4.12,,,,,,
4.14,,,,,,
4.16,,,,,,
4.18,,,,,,
4.2,,,,,,
4.22,,,,,,
4.24,,,,,,
4.26,,,,,,
4.28,,,,,,
4.3,,,,,,
4.32,,,,,,
4.34,,,,,,
4.36,,,,,,
4.38,,,,,,
4.4,,,,,,
4.42,,,,,,
4.44,,,,,,
4.46,,,,,,
4.48,,,,,,
4.5,,,,,,
4.52,,,,,,
4.54,,,,,,
4.56,,,,,,
4.58,,,,,,
4.6,,,,,,
4.62,,,,,,
4.64,,,,,,
4.66,,,,,,
4.68,,,,,,
4.7,,,,,,
4.72,,,,,,
4.74,,,,,,
4.76,,,,,,
4.78,,,,,,
4.8,,,,,,
4.82,,,,,,
4.84,,,,,,
4.86,,,,,,
4.88,,,,,,
4.9,,,,,,
4.92,,,,,,
4.94,,,,,,
4.96,,,,,,
4.98,,,,,,
5,,,,,,
5.02,,,,,,
5.04,,,,,,
5.06,,,,,,
5.08,,,,,,
5.1,,,,,,
5.12,,,,,,
5.14,,,,,,
5.16,,,,,,
5.18,,,,,,
5.2,,,,,,
5.22,,,,,,
5.24,,,,,,
5.26,,,,,,
5.28,,,,,,
5.3,,,,,,
5.32,,,,,,
5.34,,,,,,
5.36,,,,,,
5.38,,,,,,
5.4,,,,,,
5.42,,,,,,
5.44,,,,,,
5.46,,,,,,
5.48,,,,,,
5.5,,,,,,
5.52,,,,,,
5.54,,,,,,
5.56,,,,,,
5.58,,,,,,
5.6,,,,,,
5.62,,,,,,
5.64,,,,,,
5.66,,,,,,
5.68,,,,,,
5.7,,,,,,
5.72,,,,,,
5.74,,,,,,
5.76,,,,,,
5.78,,,,,,
5.8,,,,,,
5.82,,,,,,
5.84,,,,,,
5.86,,,,,,
5.88,,,,,,
5.9,,,,,,
5.92,,,,,,
5.94,,,,,,
5.96,,,,,,
5.98,,,,,,
6,,,,,,
6.02,,,,,,
6.04,,,,,,
6.06,,,,,,
6.08,,,,,,
6.1,,,,,,
6.12,,,,,,
6.14,,,,,,
6.16,,,,,,
6.18,,,,,,
6.2,,,,,,
6.22,,,,,,
6.24,,,,,,
6.26,,,,,,
6.28,,,,,,
6.3,,,,,,
6.32,,,,,,
6.34,,,,,,
6.36,,,,,,
6.38,,,,,,
6.4,,,,,,
6.42,,,,,,
6.44,,,,,,
6.46,,,,,,
6.48,,,,,,
6.5,,,,,,
6.52,,,,,,
6.54,,,,,,
6.56,,,,,,
6.58,,,,,,
6.6,,,,,,
6.62,,,,,,
6.64,,,,,,
6.66,,,,,,
6.68,,,,,,
6.7,,,,,,
6.72,,,,,,
6.74,,,,,,
6.76,,,,,,
6.78,,,,,,
6.8,,,,,,
6.82,,,,,,
6.84,,,,,,
6.86,,,,,,
6.88,,,,,,
6.9,,,,,,
6.92,,,,,,
6.94,,,,,,
6.96,,,,,,
6.98,,,,,,
7,,,,,,
1,,,,,,
1.02,,,,,,
1.04,,,,,,
1.06,,,,,,
1.08,,,,,,
1.1,,,,,,
1.12,,,,,,
1.14,,,,,,
1.16,,,,,,
1.18,,,,,,
1.2,,,,,,
1.22,,,,,,
1.24,,,,,,
1.26,,,,,,
1.28,,,,,,
1.3,,,,,,
1.32,,,,,,
1.34,,,,,,
1.36,,,,,,
1.38,,,,,,
1.4,,,,,,
1.42,,,,,,
1.44,,,,,,
1.46,,,,,,
1.48,,,,,,
1.5,,,,,,
1.52,,,,,,
1.54,,,,,,
1.56,,,,,,
1.58,,,,,,
1.6,,,,,,
1.62,,,,,,
1.64,,,,,,
1.66,,,,,,
1.68,,,,,,
1.7,,,,,,
1.72,,,,,,
1.74,,,,,,
1.76,,,,,,
1.78,,,,,,
1.8,,,,,,
1.82,,,,,,
1.84,,,,,,
1.86,,,,,,
1.88,,,,,,
1.9,,,,,,
1.92,,,,,,
1.94,,,,,,
1.96,,,,,,
1.98,,,,,,
2,,,,,,
2.02,,,,,,
2.04,,,,,,
2.06,,,,,,
2.08,,,,,,
2.1,,,,,,
2.12,,,,,,
2.14,,,,,,
2.16,,,,,,
2.18,,,,,,
2.2,,,,,,
2.22,,,,,,
2.24,,,,,,
2.26,,,,,,
2.28,,,,,,
2.3,,,,,,
2.32,,,,,,
2.34,,,,,,
2.36,,,,,,
2.38,,,,,,
2.4,,,,,,
2.42,,,,,,
2.44,,,,,,
2.46,,,,,,
2.48,,,,,,
2.5,,,,,,
2.52,,,,,,
2.54,,,,,,
2.56,,,,,,
2.58,,,,,,
2.6,,,,,,
2.62,,,,,,
2.64,,,,,,
2.66,,,,,,
2.68,,,,,,
2.7,,,,,,
2.72,,,,,,
2.74,,,,,,
2.76,,,,,,
2.78,,,,,,
2.8,,,,,,
2.82,,,,,,
2.84,,,,,,
2.86,,,,,,
2.88,,,,,,
2.9,,,,,,
2.92,,,,,,
2.94,,,,,,
2.96,,,,,,
2.98,,,,,,
3,,,,,,
3.02,,,,,,
3.04,,,,,,
3.06,,,,,,
3.08,,,,,,
3.1,,,,,,
3.12,,,,,,
3.14,,,,,,
3.16,,,,,,
3.18,,,,,,
3.2,,,,,,
3.22,,,,,,
3.24,,,,,,
3.26,,,,,,
3.28,,,,,,
3.3,,,,,,
3.32,,,,,,
3.34,,,,,,
3.36,,,,,,
3.38,,,,,,
3.4,,,,,,
3.42,,,,,,
3.44,,,,,,
3.46,,,,,,
3.48,,,,,,
3.5,,,,,,
3.52,,,,,,
3.54,,,,,,
3.56,,,,,,
3.58,,,,,,
3.6,,,,,,
3.62,,,,,,
3.64,,,,,,
3.66,,,,,,
3.68,,,,,,
3.7,,,,,,
3.72,,,,,,
3.74,,,,,,
3.76,,,,,,
3.78,,,,,,
3.8,,,,,,
3.82,,,,,,
3.84,,,,,,
3.86,,,,,,
3.88,,,,,,
3.9,,,,,,
3.92,,,,,,
3.94,,,,,,
3.96,,,,,,
3.98,,,,,,
4,,,,,,
4.02,,,,,,
4.04,,,,,,
4.06,,,,,,
4.08,,,,,,
4.1,,,,,,
4.12,,,,,,
4.14,,,,,,
4.16,,,,,,
4.18,,,,,,
4.2,,,,,,
4.22,,,,,,
4.24,,,,,,
4.26,,,,,,
4.28,,,,,,
4.3,,,,,,
4.32,,,,,,
4.34,,,,,,
4.36,,,,,,
4.38,,,,,,
4.4,,,,,,
4.42,,,,,,
4.44,,,,,,
4.46,,,,,,
4.48,,,,,,
4.5,,,,,,
4.52,,,,,,
4.54,,,,,,
4.56,,,,,,
4.58,,,,,,
4.6,,,,,,
4.62,,,,,,
4.64,,,,,,
4.66,,,,,,
4.68,,,,,,
4.7,,,,,,
4.72,,,,,,
4.74,,,,,,
4.76,,,,,,
4.78,,,,,,
4.8,,,,,,
4.82,,,,,,
4.84,,,,,,
4.86,,,,,,
4.88,,,,,,
4.9,,,,,,
4.92,,,,,,
4.94,,,,,,
4.96,,,,,,
4.98,,,,,,
5,,,,,,
5.02,,,,,,
5.04,,,,,,
5.06,,,,,,
5.08,,,,,,
5.1,,,,,,
5.12,,,,,,
5.14,,,,,,
5.16,,,,,,
5.18,,,,,,
5.2,,,,,,
5.22,,,,,,
5.24,,,,,,
5.26,,,,,,
5.28,,,,,,
5.3,,,,,,
5.32,,,,,,
5.34,,,,,,
5.36,,,,,,
5.38,,,,,,
5.4,,,,,,
5.42,,,,,,
5.44,,,,,,
5.46,,,,,,
5.48,,,,,,
5.5,,,,,,
5.52,,,,,,
5.54,,,,,,
5.56,,,,,,
5.58,,,,,,
5.6,,,,,,
5.62,,,,,,
5.64,,,,,,
5.66,,,,,,
5.68,,,,,,
5.7,,,,,,
5.72,,,,,,
5.74,,,,,,
5.76,,,,,,
5.78,,,,,,
5.8,,,,,,
5.82,,,,,,
5.84,,,,,,
5.86,,,,,,
5.88,,,,,,
5.9,,,,,,
5.92,,,,,,
5.94,,,,,,
5.96,,,,,,
5.98,,,,,,
6,,,,,,
6.02,,,,,,
6.04,,,,,,
6.06,,,,,,
6.08,,,,,,
6.1,,,,,,
6.12,,,,,,
6.14,,,,,,
6.16,,,,,,
6.18,,,,,,
6.2,,,,,,
6.22,,,,,,
6.24,,,,,,
6.26,,,,,,
6.28,,,,,,
6.3,,,,,,
6.32,,,,,,
6.34,,,,,,
6.36,,,,,,
6.38,,,,,,
6.4,,,,,,
6.42,,,,,,
6.44,,,,,,
6.46,,,,,,
6.48,,,,,,
6.5,,,,,,
6.52,,,,,,
6.54,,,,,,
6.56,,,,,,
6.58,,,,,,
6.6,,,,,,
6.62,,,,,,
6.64,,,,,,
6.66,,,,,,
6.68,,,,,,
6.7,,,,,,
6.72,,,,,,
6.74,,,,,,
6.76,,,,,,
6.78,,,,,,
6.8,,,,,,
6.82,,,,,,
6.84,,,,,,
6.86,,,,,,
6.88,,,,,,
6.9,,,,,,
6.92,,,,,,
6.94,,,,,,
6.96,,,,,,
6.98,,,,,,
7,,,,,,
1,,,,,,
1.02,,,,,,
1.04,,,,,,
1.06,,,,,,
1.08,,,,,,
1.1,,,,,,
1.12,,,,,,
1.14,,,,,,
1.16,,,,,,
1.18,,,,,,
1.2,,,,,,
1.22,,,,,,
1.24,,,,,,
1.26,,,,,,
1.28,,,,,,
1.3,,,,,,
1.32,,,,,,
1.34,,,,,,
1.36,,,,,,
1.38,,,,,,
1.4,,,,,,
1.42,,,,,,
1.44,,,,,,
1.46,,,,,,
1.48,,,,,,
1.5,,,,,,
1.52,,,,,,
1.54,,,,,,
1.56,,,,,,
1.58,,,,,,
1.6,,,,,,
1.62,,,,,,
1.64,,,,,,
1.66,,,,,,
1.68,,,,,,
1.7,,,,,,
1.72,,,,,,
1.74,,,,,,
1.76,,,,,,
1.78,,,,,,
1.8,,,,,,
1.82,,,,,,
1.84,,,,,,
1.86,,,,,,
1.88,,,,,,
1.9,,,,,,
1.92,,,,,,
1.94,,,,,,
1.96,,,,,,
1.98,,,,,,
2,,,,,,
2.02,,,,,,
2.04,,,,,,
2.06,,,,,,
2.08,,,,,,
2.1,,,,,,
2.12,,,,,,
2.14,,,,,,
2.16,,,,,,
2.18,,,,,,
2.2,,,,,,
2.22,,,,,,
2.24,,,,,,
2.26,,,,,,
2.28,,,,,,
2.3,,,,,,
2.32,,,,,,
2.34,,,,,,
2.36,,,,,,
2.38,,,,,,
2.4,,,,,,
2.42,,,,,,
2.44,,,,,,
2.46,,,,,,
2.48,,,,,,
2.5,,,,,,
2.52,,,,,,
2.54,,,,,,
2.56,,,,,,
2.58,,,,,,
2.6,,,,,,
2.62,,,,,,
2.64,,,,,,
2.66,,,,,,
2.68,,,,,,
2.7,,,,,,
2.72,,,,,,
2.74,,,,,,
2.76,,,,,,
2.78,,,,,,
2.8,,,,,,
2.82,,,,,,
2.84,,,,,,
2.86,,,,,,
2.88,,,,,,
